,filename,path,category,area,volume,aabb_volume,compactness,diameter,eccentricity,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,a3_6,a3_7,a3_8,a3_9,d1_0,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,d2_0,d2_1,d2_2,d2_3,d2_4,d2_5,d2_6,d2_7,d2_8,d2_9,d3_0,d3_1,d3_2,d3_3,d3_4,d3_5,d3_6,d3_7,d3_8,d3_9,d4_0,d4_1,d4_2,d4_3,d4_4,d4_5,d4_6,d4_7,d4_8,d4_9
45,37.off,./normalized-psb-db/Cup/37.off,Cup,4.116139544134038,0.136763817623751,0.5295785088009988,3728.445838055273,1.0561238906429924,1.240418871550499,0.085,0.17,0.2245,0.2035,0.152,0.0915,0.0385,0.024,0.01,0.001,0.0,0.0,0.072,0.436,0.358,0.134,0.0,0.0,0.0,0.0,0.0245,0.0915,0.1285,0.225,0.297,0.1735,0.057,0.003,0.0,0.0,0.004,0.048,0.1215,0.202,0.2435,0.2295,0.132,0.0195,0.0,0.0,0.0215,0.109,0.2255,0.2505,0.244,0.1195,0.0285,0.0015,0.0,0.0
46,23.off,./normalized-psb-db/Cup/23.off,Cup,2.660819527988865,-0.08144390332794345,0.40884964169963145,2840.0703518102864,1.0087437479011778,2.2700475750680904,0.085,0.1875,0.2105,0.1845,0.1435,0.095,0.061,0.025,0.007,0.001,0.0,0.0,0.189,0.453,0.317,0.041,0.0,0.0,0.0,0.0,0.0365,0.1135,0.1785,0.2435,0.2705,0.14,0.017,0.0005,0.0,0.0,0.009,0.075,0.1675,0.251,0.256,0.1875,0.052,0.002,0.0,0.0,0.0305,0.143,0.2705,0.2925,0.1855,0.0745,0.0035,0.0,0.0,0.0
47,27.off,./normalized-psb-db/Cup/27.off,Cup,3.444621345347512,-0.08629894732716636,0.4259859567748881,5487.991991156114,1.0739878621206693,2.1699537484299416,0.091,0.161,0.224,0.176,0.1505,0.0985,0.0545,0.0265,0.014,0.004,0.0,0.0,0.133,0.419,0.307,0.126,0.015,0.0,0.0,0.0,0.038,0.0955,0.1585,0.235,0.243,0.169,0.058,0.003,0.0,0.0,0.004,0.056,0.1385,0.215,0.268,0.219,0.0885,0.011,0.0,0.0,0.0235,0.128,0.2645,0.2775,0.2145,0.0805,0.011,0.0005,0.0,0.0
48,33.off,./normalized-psb-db/Cup/33.off,Cup,3.5541498937359672,0.13018665390812514,0.527088672970602,2648.953228259587,1.0505444102717196,1.3750871580843824,0.07,0.1805,0.221,0.2005,0.154,0.0905,0.045,0.023,0.01,0.0055,0.0,0.0,0.06,0.38,0.478,0.082,0.0,0.0,0.0,0.0,0.0265,0.102,0.16,0.221,0.28,0.16,0.048,0.0025,0.0,0.0,0.0045,0.0555,0.1285,0.221,0.251,0.237,0.0955,0.007,0.0,0.0,0.018,0.097,0.225,0.287,0.2265,0.122,0.0245,0.0,0.0,0.0
49,32.off,./normalized-psb-db/Cup/32.off,Cup,3.2290418563631085,-0.06267914076659606,0.38119178234158857,8569.884229415802,1.033754637830101,2.015476660163204,0.0865,0.1795,0.2055,0.2095,0.136,0.088,0.053,0.025,0.014,0.003,0.0,0.0,0.154,0.462,0.291,0.093,0.0,0.0,0.0,0.0,0.031,0.106,0.172,0.268,0.256,0.1295,0.037,0.0005,0.0,0.0,0.013,0.066,0.171,0.2445,0.2485,0.202,0.052,0.003,0.0,0.0,0.023,0.1485,0.253,0.2755,0.21,0.0865,0.0035,0.0,0.0,0.0
50,26.off,./normalized-psb-db/Cup/26.off,Cup,3.4297601276050655,0.06453154563447806,0.4193841477658629,9688.289484756431,1.0795117550555626,2.5284380451021176,0.0915,0.1675,0.212,0.1885,0.157,0.092,0.049,0.0325,0.0085,0.0015,0.0,0.0,0.181,0.363,0.344,0.102,0.01,0.0,0.0,0.0,0.0375,0.098,0.1645,0.269,0.2325,0.149,0.047,0.0025,0.0,0.0,0.008,0.0575,0.13,0.241,0.2735,0.2125,0.068,0.009,0.0005,0.0,0.0215,0.1465,0.26,0.275,0.2095,0.0795,0.008,0.0,0.0,0.0
51,30.off,./normalized-psb-db/Cup/30.off,Cup,2.0132198059180837,0.05184964856496155,0.5604493876135219,3035.1625064460636,1.1715569970832096,3.703812915239229,0.1185,0.216,0.1635,0.157,0.1325,0.0995,0.0465,0.033,0.0245,0.009,0.023,0.128,0.132,0.172,0.227,0.169,0.149,0.0,0.0,0.0,0.0505,0.1435,0.1785,0.189,0.1465,0.094,0.116,0.074,0.008,0.0,0.0085,0.098,0.1825,0.256,0.204,0.1325,0.075,0.036,0.0075,0.0,0.0425,0.1675,0.3,0.2425,0.153,0.071,0.0235,0.0,0.0,0.0
52,24.off,./normalized-psb-db/Cup/24.off,Cup,3.6218675129689784,0.17034745202133594,0.5459512834543749,1637.2929646696807,1.06295159992841,1.752185423702917,0.0835,0.176,0.2075,0.1945,0.151,0.0935,0.055,0.0245,0.01,0.0045,0.0,0.0,0.075,0.242,0.523,0.16,0.0,0.0,0.0,0.0,0.0215,0.097,0.1475,0.21,0.247,0.197,0.068,0.012,0.0,0.0,0.007,0.0495,0.1165,0.187,0.233,0.2335,0.145,0.0285,0.0,0.0,0.019,0.1155,0.215,0.262,0.2225,0.1295,0.0345,0.002,0.0,0.0
53,25.off,./normalized-psb-db/Cup/25.off,Cup,4.06605617892406,-0.07475117941892236,0.45459946162263953,12030.509648988525,1.1550014599562481,2.2992048596869186,0.1,0.1565,0.2265,0.191,0.1405,0.0805,0.056,0.032,0.013,0.004,0.0,0.0,0.125,0.377,0.229,0.235,0.034,0.0,0.0,0.0,0.0255,0.0685,0.144,0.2275,0.2685,0.1445,0.0785,0.042,0.001,0.0,0.0065,0.0475,0.1185,0.194,0.2705,0.213,0.12,0.03,0.0,0.0,0.02,0.1005,0.204,0.2635,0.251,0.126,0.0345,0.0005,0.0,0.0
54,31.off,./normalized-psb-db/Cup/31.off,Cup,3.3033570068258302,0.15497047213668358,0.5663398942050684,1500.9582908821005,1.0477256024330717,1.8877246690340699,0.0945,0.179,0.227,0.173,0.1465,0.0965,0.043,0.025,0.012,0.0035,0.0,0.0,0.152,0.373,0.349,0.126,0.0,0.0,0.0,0.0,0.0305,0.092,0.166,0.249,0.2445,0.1585,0.0575,0.002,0.0,0.0,0.005,0.0565,0.1445,0.2305,0.2425,0.228,0.0805,0.0125,0.0,0.0,0.022,0.1245,0.2505,0.2735,0.2145,0.0965,0.018,0.0005,0.0,0.0
55,40.off,./normalized-psb-db/Cup/40.off,Cup,3.308934104289035,0.06286474407924449,0.31140062063351787,9167.481700090131,1.0778117287863211,3.1473758160265923,0.0905,0.2075,0.195,0.167,0.1415,0.093,0.0585,0.029,0.015,0.003,0.0,0.0,0.242,0.347,0.262,0.149,0.0,0.0,0.0,0.0,0.033,0.0945,0.185,0.302,0.1975,0.117,0.0625,0.0085,0.0,0.0,0.007,0.063,0.1475,0.268,0.271,0.1975,0.046,0.0,0.0,0.0,0.028,0.148,0.2685,0.293,0.198,0.0645,0.0,0.0,0.0,0.0
56,28.off,./normalized-psb-db/Cup/28.off,Cup,3.0656170342149744,0.08091950067866807,0.45194543074485205,4399.945663188677,1.024167710193753,1.8160856509380405,0.084,0.174,0.218,0.2,0.1435,0.092,0.0545,0.024,0.0085,0.0015,0.0,0.0,0.087,0.56,0.261,0.082,0.01,0.0,0.0,0.0,0.0365,0.099,0.171,0.2365,0.2725,0.149,0.0335,0.002,0.0,0.0,0.008,0.052,0.1495,0.233,0.254,0.233,0.063,0.0075,0.0,0.0,0.0235,0.144,0.2515,0.2675,0.219,0.084,0.0105,0.0,0.0,0.0
57,29.off,./normalized-psb-db/Cup/29.off,Cup,2.9499568555724074,0.058911279884925116,0.3557250375359148,7396.905604628507,1.0630420348211265,2.203072899608023,0.087,0.1745,0.2205,0.203,0.1355,0.0845,0.049,0.028,0.0155,0.0025,0.0,0.007,0.225,0.367,0.313,0.084,0.004,0.0,0.0,0.0,0.0355,0.0905,0.1855,0.2785,0.2275,0.1455,0.0345,0.0025,0.0,0.0,0.011,0.0745,0.1615,0.2415,0.2535,0.1975,0.0535,0.007,0.0,0.0,0.026,0.1505,0.2625,0.279,0.199,0.0745,0.0085,0.0,0.0,0.0
58,39.off,./normalized-psb-db/Cup/39.off,Cup,3.3330648188746688,0.04488986435153901,0.33845536763830664,18375.310763005353,1.0020372770094987,1.660401289512896,0.0945,0.1495,0.2275,0.19,0.1475,0.101,0.051,0.025,0.0115,0.0025,0.0,0.0,0.072,0.486,0.367,0.075,0.0,0.0,0.0,0.0,0.047,0.1105,0.139,0.201,0.2835,0.1935,0.0255,0.0,0.0,0.0,0.014,0.087,0.1505,0.1825,0.228,0.238,0.093,0.007,0.0,0.0,0.033,0.1435,0.246,0.2385,0.202,0.124,0.013,0.0,0.0,0.0
59,38.off,./normalized-psb-db/Cup/38.off,Cup,3.521685730665955,-0.1039719547112756,0.4603653412939182,4040.3536008298074,1.0524794440496672,2.1851190079609366,0.101,0.164,0.2195,0.1835,0.145,0.0975,0.0485,0.0245,0.012,0.0045,0.0,0.0,0.018,0.295,0.523,0.164,0.0,0.0,0.0,0.0,0.049,0.0895,0.124,0.173,0.25,0.2075,0.104,0.003,0.0,0.0,0.011,0.0805,0.138,0.17,0.1865,0.224,0.153,0.0345,0.0025,0.0,0.027,0.1295,0.236,0.2445,0.1945,0.129,0.038,0.0015,0.0,0.0
60,209.off,./normalized-psb-db/Plier/209.off,Plier,0.6297877181694415,0.014039654516260103,0.08624131103848225,1267.2716489131062,1.1788767138907414,68.03124577291833,0.2395,0.185,0.1285,0.1035,0.0795,0.0705,0.0615,0.053,0.0535,0.0255,0.061,0.223,0.199,0.177,0.162,0.158,0.02,0.0,0.0,0.0,0.111,0.185,0.1975,0.19,0.161,0.102,0.0465,0.007,0.0,0.0,0.073,0.2735,0.276,0.1625,0.105,0.0655,0.0275,0.0135,0.0035,0.0,0.1625,0.478,0.2905,0.0675,0.0015,0.0,0.0,0.0,0.0,0.0
61,220.off,./normalized-psb-db/Plier/220.off,Plier,0.540994418505569,0.010349859678137764,0.07240889059791554,1478.1191035174118,1.1645747716725208,87.27467361329836,0.244,0.1905,0.121,0.0815,0.067,0.069,0.0815,0.0755,0.0455,0.0245,0.073,0.245,0.222,0.178,0.177,0.104,0.001,0.0,0.0,0.0,0.139,0.2245,0.192,0.172,0.136,0.089,0.0465,0.0005,0.0005,0.0,0.0925,0.325,0.2965,0.1525,0.09,0.0315,0.0105,0.0015,0.0,0.0,0.2295,0.529,0.223,0.0185,0.0,0.0,0.0,0.0,0.0,0.0
62,208.off,./normalized-psb-db/Plier/208.off,Plier,0.6135032226273337,-0.013448629096083155,0.08156774787814626,1276.7166219115686,1.1634469253093436,55.78976875003357,0.226,0.1685,0.1435,0.109,0.093,0.0625,0.0635,0.0495,0.059,0.0255,0.065,0.186,0.2,0.193,0.194,0.162,0.0,0.0,0.0,0.0,0.1165,0.1815,0.1915,0.199,0.1595,0.1165,0.0235,0.01,0.002,0.0,0.056,0.289,0.294,0.152,0.1005,0.065,0.0265,0.0155,0.0015,0.0,0.159,0.472,0.2945,0.071,0.0035,0.0,0.0,0.0,0.0,0.0
63,218.off,./normalized-psb-db/Plier/218.off,Plier,0.6571441320286608,0.014827458152086928,0.07512309873309589,1290.7688874640826,1.2103909952738348,55.14481060317415,0.2225,0.171,0.1595,0.1065,0.093,0.0605,0.0575,0.0575,0.05,0.022,0.076,0.211,0.184,0.184,0.186,0.151,0.008,0.0,0.0,0.0,0.1075,0.169,0.2135,0.2075,0.181,0.0805,0.0305,0.01,0.0005,0.0,0.0655,0.2525,0.2885,0.167,0.112,0.0615,0.039,0.013,0.001,0.0,0.1505,0.472,0.306,0.0715,0.0,0.0,0.0,0.0,0.0,0.0
64,219.off,./normalized-psb-db/Plier/219.off,Plier,0.5520699768247967,-0.010740566009938762,0.08617155246828198,1458.572602525057,1.1871746313989322,82.50247517791516,0.239,0.1845,0.135,0.091,0.07,0.072,0.0645,0.075,0.0455,0.0235,0.089,0.237,0.202,0.173,0.162,0.128,0.009,0.0,0.0,0.0,0.1235,0.2035,0.2115,0.183,0.127,0.096,0.0475,0.008,0.0,0.0,0.06,0.293,0.2845,0.183,0.1035,0.048,0.0195,0.008,0.0005,0.0,0.1995,0.515,0.2535,0.031,0.001,0.0,0.0,0.0,0.0,0.0
65,214.off,./normalized-psb-db/Plier/214.off,Plier,0.40005212475400764,-0.007494833408373744,0.02676723094030629,1139.7924506520706,0.9981473768239963,87.5195150995211,0.263,0.204,0.116,0.063,0.0635,0.0675,0.063,0.062,0.0665,0.0315,0.113,0.286,0.246,0.191,0.148,0.016,0.0,0.0,0.0,0.0,0.172,0.2665,0.243,0.1565,0.1065,0.0415,0.014,0.0,0.0,0.0,0.114,0.452,0.28,0.113,0.0395,0.0015,0.0,0.0,0.0,0.0,0.302,0.5855,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,215.off,./normalized-psb-db/Plier/215.off,Plier,0.43739275202558253,0.008493637239310698,0.031892685482261714,1159.9181106797487,1.000023031569868,78.87114948649366,0.256,0.1835,0.1035,0.089,0.082,0.0625,0.067,0.0605,0.0605,0.0355,0.091,0.308,0.236,0.188,0.15,0.027,0.0,0.0,0.0,0.0,0.1585,0.2535,0.252,0.157,0.108,0.0595,0.0115,0.0,0.0,0.0,0.1005,0.402,0.29,0.13,0.067,0.0105,0.0,0.0,0.0,0.0,0.271,0.5825,0.146,0.0005,0.0,0.0,0.0,0.0,0.0,0.0
67,201.off,./normalized-psb-db/Plier/201.off,Plier,0.5084911691382773,-0.01071967623570192,0.05307446708445116,1144.1603874879836,1.0476397499754295,65.69175136796862,0.246,0.172,0.1325,0.113,0.0835,0.059,0.06,0.0555,0.0515,0.027,0.083,0.252,0.224,0.224,0.181,0.036,0.0,0.0,0.0,0.0,0.1305,0.2255,0.1955,0.2545,0.112,0.061,0.0205,0.0005,0.0,0.0,0.087,0.3755,0.285,0.118,0.0825,0.0425,0.009,0.0005,0.0,0.0,0.205,0.55,0.226,0.019,0.0,0.0,0.0,0.0,0.0,0.0
68,217.off,./normalized-psb-db/Plier/217.off,Plier,0.5701581619356673,-0.01220761012453995,0.05720674270257783,1243.7260640930233,1.1240401759410628,62.7244507448356,0.2285,0.185,0.141,0.1105,0.0865,0.069,0.052,0.0525,0.05,0.025,0.073,0.248,0.218,0.18,0.178,0.103,0.0,0.0,0.0,0.0,0.1295,0.1845,0.1975,0.2485,0.131,0.0745,0.0285,0.006,0.0,0.0,0.079,0.311,0.277,0.155,0.095,0.06,0.0215,0.0015,0.0,0.0,0.1905,0.5135,0.2605,0.0355,0.0,0.0,0.0,0.0,0.0,0.0
69,203.off,./normalized-psb-db/Plier/203.off,Plier,0.5557714416395338,-0.01206923987925398,0.0663119247355146,1178.4979789952436,1.0983646395303006,58.50486690332126,0.2445,0.1685,0.134,0.118,0.0875,0.0595,0.056,0.061,0.0495,0.0215,0.09,0.24,0.225,0.204,0.184,0.057,0.0,0.0,0.0,0.0,0.1365,0.191,0.189,0.229,0.1695,0.0605,0.0215,0.003,0.0,0.0,0.073,0.317,0.2965,0.154,0.092,0.0485,0.017,0.002,0.0,0.0,0.187,0.5025,0.2745,0.036,0.0,0.0,0.0,0.0,0.0,0.0
70,202.off,./normalized-psb-db/Plier/202.off,Plier,0.5247840682327978,-0.011153112490525998,0.05880188583247302,1161.849193319379,1.0711961807670103,63.1337771702786,0.2255,0.1605,0.138,0.1055,0.1025,0.0815,0.051,0.0605,0.0535,0.0215,0.082,0.221,0.229,0.231,0.201,0.036,0.0,0.0,0.0,0.0,0.119,0.209,0.2165,0.2335,0.14,0.0555,0.025,0.0015,0.0,0.0,0.082,0.316,0.3245,0.137,0.0845,0.0415,0.0145,0.0,0.0,0.0,0.2155,0.511,0.2505,0.023,0.0,0.0,0.0,0.0,0.0,0.0
71,216.off,./normalized-psb-db/Plier/216.off,Plier,0.4526514286754096,0.008910471164575561,0.03625521949992411,1168.1277687902464,0.9997890169476099,75.57042884978709,0.2435,0.1995,0.1235,0.088,0.071,0.072,0.0565,0.06,0.0615,0.0245,0.082,0.269,0.243,0.218,0.153,0.035,0.0,0.0,0.0,0.0,0.149,0.237,0.2655,0.172,0.1095,0.048,0.0185,0.0005,0.0,0.0,0.0895,0.4005,0.2755,0.1325,0.085,0.017,0.0,0.0,0.0,0.0,0.243,0.5685,0.1865,0.002,0.0,0.0,0.0,0.0,0.0,0.0
72,212.off,./normalized-psb-db/Plier/212.off,Plier,0.40209893409548103,-0.00791660780612875,0.03821884182068861,1037.3385200280823,1.0000732262059386,88.99529134077578,0.2975,0.1895,0.0995,0.0635,0.062,0.0475,0.0605,0.075,0.07,0.035,0.132,0.223,0.211,0.21,0.169,0.055,0.0,0.0,0.0,0.0,0.1715,0.2395,0.2205,0.153,0.1165,0.0755,0.0235,0.0,0.0,0.0,0.111,0.414,0.2965,0.13,0.0365,0.012,0.0,0.0,0.0,0.0,0.309,0.56,0.1295,0.0015,0.0,0.0,0.0,0.0,0.0,0.0
73,206.off,./normalized-psb-db/Plier/206.off,Plier,0.5547506968566823,-0.011898736935551922,0.0675786346266133,1205.845989678279,1.101226045697291,60.63732951964031,0.227,0.1845,0.145,0.121,0.0785,0.065,0.0545,0.052,0.0455,0.027,0.073,0.226,0.2,0.211,0.194,0.096,0.0,0.0,0.0,0.0,0.125,0.1955,0.208,0.184,0.191,0.0695,0.0245,0.0025,0.0,0.0,0.066,0.2935,0.2935,0.1655,0.105,0.045,0.0255,0.006,0.0,0.0,0.1795,0.4945,0.2885,0.0375,0.0,0.0,0.0,0.0,0.0,0.0
74,207.off,./normalized-psb-db/Plier/207.off,Plier,0.5603444876983185,0.012000292950965642,0.06822098459809343,1221.7479405378763,1.1103552281589688,57.28141458289716,0.2325,0.175,0.134,0.115,0.08,0.0645,0.0565,0.056,0.0605,0.026,0.081,0.222,0.201,0.221,0.168,0.107,0.0,0.0,0.0,0.0,0.123,0.1795,0.1975,0.1905,0.191,0.0905,0.024,0.004,0.0,0.0,0.064,0.3075,0.284,0.152,0.1055,0.058,0.0215,0.0065,0.001,0.0,0.1945,0.489,0.2735,0.043,0.0,0.0,0.0,0.0,0.0,0.0
75,213.off,./normalized-psb-db/Plier/213.off,Plier,0.3744706465631834,0.006747921518873124,0.020799488247878264,1153.2230010581382,0.9996868984689782,98.57175698139184,0.3195,0.1725,0.0975,0.067,0.057,0.056,0.055,0.077,0.061,0.0375,0.114,0.273,0.226,0.212,0.168,0.007,0.0,0.0,0.0,0.0,0.1735,0.2885,0.206,0.163,0.1025,0.0505,0.0155,0.0005,0.0,0.0,0.129,0.475,0.2925,0.094,0.0095,0.0,0.0,0.0,0.0,0.0,0.3455,0.601,0.0535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,205.off,./normalized-psb-db/Plier/205.off,Plier,0.525278207285278,-0.01106448893755989,0.05024460344815585,1183.8738608896815,1.073852326193993,67.70713003912778,0.2415,0.1815,0.1415,0.117,0.078,0.06,0.057,0.054,0.044,0.0255,0.09,0.26,0.223,0.176,0.194,0.057,0.0,0.0,0.0,0.0,0.131,0.1865,0.2475,0.2105,0.1195,0.0735,0.029,0.0025,0.0,0.0,0.0815,0.3265,0.295,0.142,0.0945,0.0535,0.007,0.0,0.0,0.0,0.2095,0.526,0.245,0.0195,0.0,0.0,0.0,0.0,0.0,0.0
77,211.off,./normalized-psb-db/Plier/211.off,Plier,0.49087119446829386,-0.009995205198643902,0.05651868791128402,1183.9114292129934,1.0400551362289885,80.98161556877668,0.2415,0.2005,0.1215,0.0865,0.0705,0.057,0.063,0.0655,0.0645,0.0295,0.106,0.254,0.202,0.184,0.166,0.088,0.0,0.0,0.0,0.0,0.144,0.2025,0.2305,0.1875,0.117,0.0835,0.034,0.001,0.0,0.0,0.084,0.345,0.282,0.157,0.0815,0.038,0.011,0.0015,0.0,0.0,0.218,0.524,0.238,0.02,0.0,0.0,0.0,0.0,0.0,0.0
78,210.off,./normalized-psb-db/Plier/210.off,Plier,0.5666589163705179,0.012283254489715041,0.07288992558826748,1205.974932587371,1.105113920467048,67.43317146161621,0.248,0.1915,0.1255,0.092,0.0705,0.0605,0.0735,0.063,0.0535,0.022,0.075,0.251,0.211,0.181,0.164,0.118,0.0,0.0,0.0,0.0,0.134,0.1945,0.2105,0.185,0.139,0.083,0.0475,0.0065,0.0,0.0,0.065,0.3185,0.2955,0.151,0.0895,0.0555,0.0195,0.005,0.0005,0.0,0.1985,0.4805,0.2725,0.0485,0.0,0.0,0.0,0.0,0.0,0.0
79,204.off,./normalized-psb-db/Plier/204.off,Plier,0.43890768906997174,0.00865912027128132,0.04882685965201232,1127.6440269254422,0.9997202370170712,88.68143035490203,0.2745,0.1985,0.124,0.0715,0.0545,0.055,0.0685,0.073,0.0535,0.027,0.108,0.24,0.217,0.205,0.156,0.074,0.0,0.0,0.0,0.0,0.153,0.236,0.2215,0.173,0.1125,0.078,0.026,0.0,0.0,0.0,0.0845,0.395,0.2785,0.134,0.073,0.0255,0.0095,0.0,0.0,0.0,0.2795,0.545,0.172,0.0035,0.0,0.0,0.0,0.0,0.0,0.0
80,108.off,./normalized-psb-db/Chair/108.off,Chair,1.0558623848295414,-0.020111359650575044,0.21206992705244224,2910.3089176906797,1.0624776063662167,3.879711578366817,0.117,0.2005,0.1875,0.1505,0.1325,0.0895,0.05,0.0395,0.024,0.009,0.023,0.246,0.335,0.202,0.173,0.021,0.0,0.0,0.0,0.0,0.0825,0.216,0.298,0.2525,0.11,0.028,0.012,0.001,0.0,0.0,0.0315,0.1975,0.298,0.2905,0.135,0.043,0.0045,0.0,0.0,0.0,0.087,0.3375,0.35,0.18,0.0415,0.004,0.0,0.0,0.0,0.0
81,120.off,./normalized-psb-db/Chair/120.off,Chair,0.8735175712010583,-0.013782133893981627,0.17464020055635374,3508.9889995708904,1.0347756508179107,5.069573763825715,0.122,0.196,0.1915,0.1405,0.118,0.094,0.0635,0.037,0.0255,0.012,0.064,0.245,0.285,0.2,0.161,0.045,0.0,0.0,0.0,0.0,0.075,0.198,0.327,0.247,0.086,0.041,0.0255,0.0005,0.0,0.0,0.0415,0.2095,0.295,0.294,0.1235,0.036,0.0005,0.0,0.0,0.0,0.085,0.3485,0.3495,0.179,0.0375,0.0005,0.0,0.0,0.0,0.0
82,109.off,./normalized-psb-db/Chair/109.off,Chair,0.7529011862414321,0.013872442737930986,0.2526009552546808,2217.7268910134235,1.1030188090388267,2.4636938162839597,0.121,0.1835,0.2115,0.16,0.1095,0.086,0.07,0.0345,0.0195,0.0045,0.055,0.218,0.318,0.204,0.15,0.048,0.007,0.0,0.0,0.0,0.088,0.163,0.268,0.291,0.1325,0.0445,0.0105,0.0025,0.0,0.0,0.047,0.201,0.2985,0.266,0.1305,0.0475,0.009,0.0005,0.0,0.0,0.108,0.355,0.2955,0.184,0.0475,0.009,0.001,0.0,0.0,0.0
83,119.off,./normalized-psb-db/Chair/119.off,Chair,0.9523331748813558,0.01566994861791287,0.2383360286271216,3517.4796649112423,1.0618020442538878,2.2391377989940713,0.1075,0.184,0.216,0.1645,0.121,0.0975,0.0505,0.031,0.019,0.009,0.051,0.184,0.362,0.2,0.161,0.042,0.0,0.0,0.0,0.0,0.075,0.1835,0.294,0.2925,0.108,0.0295,0.016,0.0015,0.0,0.0,0.0375,0.195,0.2675,0.288,0.163,0.04,0.0085,0.0005,0.0,0.0,0.089,0.3235,0.3345,0.1855,0.06,0.0075,0.0,0.0,0.0,0.0
84,118.off,./normalized-psb-db/Chair/118.off,Chair,0.7085759996262964,-0.011229841961957908,0.1727553253393162,2821.05806689645,1.0753831024680314,5.437108125867646,0.148,0.204,0.165,0.1285,0.12,0.09,0.0715,0.041,0.025,0.007,0.017,0.259,0.313,0.229,0.155,0.027,0.0,0.0,0.0,0.0,0.1065,0.182,0.2695,0.2555,0.121,0.051,0.0125,0.002,0.0,0.0,0.047,0.2075,0.296,0.293,0.1205,0.0335,0.0025,0.0,0.0,0.0,0.099,0.3745,0.3365,0.1645,0.024,0.0015,0.0,0.0,0.0,0.0
85,115.off,./normalized-psb-db/Chair/115.off,Chair,0.7925307418502808,-0.011909551328857577,0.23657076892927806,3509.5994292810256,1.0351948923154466,3.843184744751285,0.1205,0.1745,0.2035,0.151,0.125,0.0895,0.0675,0.0345,0.026,0.008,0.038,0.215,0.333,0.256,0.114,0.041,0.003,0.0,0.0,0.0,0.0895,0.1985,0.276,0.276,0.11,0.0355,0.0145,0.0,0.0,0.0,0.0465,0.195,0.307,0.268,0.1355,0.04,0.008,0.0,0.0,0.0,0.1155,0.3275,0.327,0.186,0.0405,0.0035,0.0,0.0,0.0,0.0
86,101.off,./normalized-psb-db/Chair/101.off,Chair,0.6862540468077262,0.009443544230348594,0.16781843982537686,3623.9710356135797,1.0594064557967542,5.121611363494725,0.1465,0.184,0.1765,0.13,0.119,0.104,0.07,0.041,0.02,0.009,0.014,0.21,0.303,0.248,0.202,0.023,0.0,0.0,0.0,0.0,0.088,0.218,0.254,0.229,0.1495,0.0485,0.0125,0.0005,0.0,0.0,0.0495,0.1935,0.278,0.269,0.1655,0.0365,0.008,0.0,0.0,0.0,0.106,0.3475,0.332,0.17,0.041,0.0035,0.0,0.0,0.0,0.0
87,114.off,./normalized-psb-db/Chair/114.off,Chair,0.4061386167435407,-0.0054271466279072565,0.15136319983971055,2274.4675516912084,1.0462182108081048,3.7982762434817103,0.1325,0.2005,0.179,0.141,0.112,0.093,0.0625,0.036,0.031,0.0125,0.112,0.366,0.202,0.18,0.06,0.048,0.032,0.0,0.0,0.0,0.13,0.255,0.2945,0.1765,0.0985,0.0305,0.0125,0.0025,0.0,0.0,0.086,0.269,0.3065,0.211,0.1035,0.023,0.001,0.0,0.0,0.0,0.1765,0.396,0.287,0.1165,0.0215,0.0025,0.0,0.0,0.0,0.0
88,102.off,./normalized-psb-db/Chair/102.off,Chair,1.1106142611088405,0.02068194000383197,0.26813826660181334,3202.633112743147,1.0502119394497997,3.28561560957139,0.1145,0.1905,0.2095,0.1565,0.114,0.078,0.066,0.0375,0.025,0.0085,0.053,0.204,0.322,0.227,0.164,0.03,0.0,0.0,0.0,0.0,0.065,0.2015,0.289,0.2565,0.1275,0.048,0.0105,0.002,0.0,0.0,0.0285,0.187,0.3045,0.276,0.1615,0.038,0.0045,0.0,0.0,0.0,0.0845,0.3135,0.3385,0.207,0.049,0.0075,0.0,0.0,0.0,0.0
89,116.off,./normalized-psb-db/Chair/116.off,Chair,1.1476268344328027,-0.02061542313377108,0.28929863631966496,3556.4571254377947,1.0733693769174546,3.5469268702746994,0.109,0.2115,0.189,0.1555,0.126,0.091,0.056,0.034,0.0185,0.0095,0.034,0.175,0.321,0.279,0.153,0.038,0.0,0.0,0.0,0.0,0.0735,0.1885,0.273,0.2525,0.15,0.0535,0.009,0.0,0.0,0.0,0.0255,0.188,0.2625,0.294,0.172,0.051,0.0065,0.0005,0.0,0.0,0.094,0.3065,0.3335,0.203,0.0545,0.0085,0.0,0.0,0.0,0.0
90,117.off,./normalized-psb-db/Chair/117.off,Chair,1.1189490762150478,0.013246662048525763,0.2682017798067466,7983.954493767878,1.0507619961820478,2.733762135193601,0.121,0.182,0.227,0.1435,0.1155,0.087,0.055,0.043,0.0175,0.0085,0.051,0.171,0.323,0.261,0.155,0.039,0.0,0.0,0.0,0.0,0.075,0.167,0.259,0.305,0.141,0.038,0.013,0.002,0.0,0.0,0.0385,0.165,0.264,0.2905,0.1795,0.053,0.0095,0.0,0.0,0.0,0.098,0.267,0.3315,0.236,0.06,0.0075,0.0,0.0,0.0,0.0
